"unique_id,categories,titles,author,shuhras,death_date,century"
"١٠,""[""""آداب البحث والمناظره""""]"",""[""""حاشيه شاه حسين على حاشيه عماد الدين""""]"",""شاه حسين الوغ, العجمي"",""[""""شاه حسين""""]"",,١٠هـ - ١٦م"
"١٠٠,[],""[""""شرح المقدمه الجزريه (ضمن مجموع)""""]"",""علي بن محمد, القاري"",[],١٠١٤هـ - ١٦٠٦م,"
"١٠٠٠٠١,""[""""رياضيات""""]"",""[""""رساله في علم القبان""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠٠٢,""[""""رياضيات""""]"",""[""""رساله في علم القبان""""]"",""احمد بن محمد بن عمر, الغمري"",""[""""الغمري""""]"",٩٠٥هـ,١٠هـ"
"١٠٠٠٠٣,""[""""رياضيات""""]"",""[""""كيفيه اخرى في اعمال القبان""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠٠٤,""[""""رياضيات""""]"",""[""""مقاله لطيفه في صناعه القبان وعمله وقسمه خطوطه"""", """"الرساله اللطيفه الشان في علم القبان""""]"",""محمد بن ابي الفتح, الصوفي"",""[""""ابن ابي الفتح"""", """"الصوفي""""]"",نحو ٨٥٣هـ,٩هـ"
"١٠٠٠٠٥,""[""""رياضيات"""", """"شعر""""]"",""[""""منظومه الشيخ الخزرجي على عمل القبان""""]"",""يحيى, الخزرجي"",""[""""الخزرجي""""]"",؟,"
"١٠٠٠٠٦,""[""""ادب""""]"",""[""""انموذج القنال في نقل العوال""""]"",""احمد بن يحيى بن ابي بكر, ابن ابي حجله"",""[""""ابن ابي حجله""""]"",٧٧٦هـ,٨هـ"
"١٠٠٠٠٧,""[""""رياضه""""]"",""[""""رساله في الشطرنج""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠٠٨,""[""""موسيقا""""]"",""[""""رساله في علم الموسيقى""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠٠٩,""[""""موسيقا""""]"",""[""""المدخل الى صناعه الموسيقا""""]"",""الحسين بن عبد الله بن الحسن, ابن سينا"",""[""""ابن سينا""""]"",٤٢٨هـ,٥هـ"
"١٠٠٠١,[],""[""""زهره التفاسير""""]"",,[],,"
"١٠٠٠١٠,""[""""فقه""""]"",""[""""رساله في الدرهم والدينار والمثقال وما هنالك من الاوزان""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠١١,""[""""فقه""""]"",""[""""رساله لطيفه وفوائد شريفه في معرفه الدرهم والدينار والمثقال والوسق والصاع والحد والارطال""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠١٢,""[""""هندسه"""", """"رياضيات""""]"",""[""""ذكر اصول علمي الهندسه والحساب""""]"",""الحسين بن عبد الله بن الحسن, ابن سينا"",""[""""ابن سينا""""]"",٤٢٨هـ,٥هـ"
"١٠٠٠١٣,""[""""فيزياء""""]"",""[""""رساله فيزيائيه للمنير""""]"",""محمد عارف بن احمد بن سعيد, المنير"",""[""""المنير""""]"",١٣٤٢هـ,١٤هـ"
"١٠٠٠١٤,""[""""معارف عامه""""]"",""[""""المقاصد""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠١٥,""[""""معارف عامه""""]"",""[""""المقالات وحل المشكلات""""]"",""احمد بن زينل, الرمال"",""[""""الرمال""""]"",٣٢٠هـ,٤هـ"
"١٠٠٠١٦,""[""""تاريخ""""]"",""[""""منظومه ابي زيد الهلالي في ملوك بني عثمان""""]"",""محمد ابوزيد, الهلالي"",""[""""الهلالي"""", """"ابوزيد الهلالي""""]"",١٣١٢هـ,١٤هـ"
"١٠٠٠١٧,""[""""فلسفه""""]"",""[""""النجاه في العلوم الحكميه""""]"",""الحسين بن عبد الله بن الحسن, ابن سينا"",""[""""ابن سينا""""]"",٤٢٨هـ,٥هـ"
"١٠٠٠١٨,""[""""قصص الانبياء""""]"",""[""""كتاب الاثنين واربعين طارقا الذين دخلوا على سليمان بن داود""""]"",مجهول,""[""""مجهول""""]"",؟,؟"
"١٠٠٠١٩,""[""""علوم تطبيقيه""""]"",""[""""الاصول الكبير وشمول التدابير مختصر من ابن وحشيه للتنوخي وهو العلم الحقيقي""""]"",""احمد بن وحشيه بن جرثيا, الكسداني"",""[""""الكسداني""""]"",٢٩٦هـ,٣هـ"
"١٠٠٠٢,[],""[""""الرساله الموسويه""""]"",,[],,"
